sector_hours,utilization,capacity,load_factor
EGTTOCK_0000_0100_E,0,49,0.0
EGTTOCK_0100_0200_E,2,49,0.04081632653061224
EGTTOCK_0200_0300_E,1,49,0.02040816326530612
EGTTOCK_0300_0400_E,0,49,0.0
EGTTOCK_0400_0500_E,1,49,0.02040816326530612
EGTTOCK_0500_0600_E,15,49,0.30612244897959184
EGTTOCK_0600_0700_E,46,49,0.9387755102040817
EGTTOCK_0700_0800_E,51,49,1.0408163265306123
EGTTOCK_0800_0900_E,42,49,0.8571428571428571
EGTTOCK_0900_1000_E,39,49,0.7959183673469388
EGTTOCK_1000_1100_E,31,49,0.6326530612244898
EGTTOCK_1100_1200_E,45,49,0.9183673469387755
EGTTOCK_1200_1300_E,39,49,0.7959183673469388
EGTTOCK_1300_1400_E,37,49,0.7551020408163265
EGTTOCK_1400_1500_E,42,49,0.8571428571428571
EGTTOCK_1500_1600_E,51,49,1.0408163265306123
EGTTOCK_1600_1700_E,43,49,0.8775510204081632
EGTTOCK_1700_1800_E,53,49,1.0816326530612246
EGTTOCK_1800_1900_E,47,49,0.9591836734693877
EGTTOCK_1900_2000_E,43,49,0.8775510204081632
EGTTOCK_2000_2100_E,46,49,0.9387755102040817
EGTTOCK_2100_2200_E,29,49,0.5918367346938775
EGTTOCK_2200_2300_E,13,49,0.2653061224489796
EGTTOCK_2300_2400_E,5,49,0.10204081632653061
EHAA1+2_0420_0500_E,14,30,0.4666666666666667
EHAA1+2_1800_1900_E,31,44,0.7045454545454546
EHAA1+2_1900_2000_E,53,44,1.2045454545454546
EHAA1+2_2000_2040_E,24,30,0.8
EHAA1+2_2040_2100_E,2,15,0.13333333333333333
EHAA12345_0000_0100_E,0,46,0.0
EHAA12345_0100_0200_E,4,46,0.08695652173913043
EHAA12345_0200_0300_E,5,46,0.10869565217391304
EHAA12345_0300_0400_E,10,46,0.21739130434782608
EHAA12345_0400_0420_E,5,16,0.3125
EHAA12345_2100_2200_E,25,46,0.5434782608695652
EHAA12345_2200_2300_E,16,46,0.34782608695652173
EHAA12345_2300_2400_E,5,46,0.10869565217391304
EHAA3+4+5_0420_0500_E,9,30,0.3
EHAA3+4+5_2040_2100_E,16,15,1.0666666666666667
EHAA4+5_0500_0520_E,1,14,0.07142857142857142
EHAA4+5_1740_1800_E,9,14,0.6428571428571429
EHAA4+5_1800_1900_E,25,41,0.6097560975609756
EHAA4+5_1900_2000_E,24,41,0.5853658536585366
EHAA4+5_2000_2040_E,17,28,0.6071428571428571
EISNLOW_0000_0100_E,0,20,0.0
EISNLOW_0100_0200_E,0,20,0.0
EISNLOW_0200_0300_E,0,20,0.0
EISNLOW_0300_0400_E,0,20,0.0
EISNLOW_0400_0500_E,2,20,0.1
EISNLOW_0500_0600_E,15,20,0.75
EISNLOW_0600_0700_E,16,20,0.8
EISNLOW_0700_0800_E,4,20,0.2
EISNLOW_0800_0900_E,8,20,0.4
EISNLOW_0900_0930_E,10,10,1.0
EISNLOW_0930_1000_E,9,10,0.9
EISNLOW_1000_1100_E,17,20,0.85
EISNLOW_1100_1200_E,14,20,0.7
EISNLOW_1200_1300_E,16,20,0.8
EISNLOW_1300_1400_E,16,20,0.8
EISNLOW_1400_1500_E,16,20,0.8
EISNLOW_1500_1600_E,8,20,0.4
EISNLOW_1600_1700_E,18,20,0.9
EISNLOW_1700_1800_E,15,20,0.75
EISNLOW_1800_1900_E,15,20,0.75
EISNLOW_1900_2000_E,8,20,0.4
EISNLOW_2000_2100_E,7,20,0.35
EISNLOW_2100_2200_E,5,20,0.25
EISNLOW_2200_2300_E,6,20,0.3
EISNLOW_2300_2400_E,2,20,0.1
EKDKY_0000_0100_E,0,10,0.0
EKDKY_0100_0200_E,0,10,0.0
EKDKY_0200_0300_E,0,10,0.0
EKDKY_0300_0400_E,0,10,0.0
EKDKY_0400_0440_E,0,7,0.0
EKDKY_0440_0500_E,0,4,0.0
EKDKY_0500_0520_E,0,4,0.0
EKDKY_0520_0600_E,2,7,0.2857142857142857
EKDKY_0600_0700_E,0,10,0.0
EKDKY_0700_0720_E,2,4,0.5
EKDKY_0720_0800_E,0,7,0.0
EKDKY_0800_0900_E,0,10,0.0
EKDKY_0900_1000_E,1,10,0.1
EKDKY_1000_1100_E,2,10,0.2
EKDKY_1100_1200_E,1,10,0.1
EKDKY_1200_1300_E,1,10,0.1
EKDKY_1300_1400_E,1,10,0.1
EKDKY_1400_1500_E,1,10,0.1
EKDKY_1500_1600_E,0,10,0.0
EKDKY_1600_1700_E,2,10,0.2
EKDKY_1700_1800_E,1,10,0.1
EKDKY_1800_1900_E,3,10,0.3
EKDKY_1900_2000_E,0,10,0.0
EKDKY_2000_2100_E,0,10,0.0
EKDKY_2100_2200_E,0,10,0.0
EKDKY_2200_2300_E,0,10,0.0
EKDKY_2300_2400_E,0,10,0.0
ENKRTAWC_0000_0100_E,0,12,0.0
ENKRTAWC_0100_0200_E,0,12,0.0
ENKRTAWC_0200_0300_E,0,12,0.0
ENKRTAWC_0300_0400_E,0,12,0.0
ENKRTAWC_0400_0500_E,0,12,0.0
ENKRTAWC_0500_0600_E,0,12,0.0
ENKRTAWC_0600_0700_E,0,12,0.0
ENKRTAWC_0700_0800_E,0,12,0.0
ENKRTAWC_0800_0900_E,1,12,0.08333333333333333
ENKRTAWC_0900_1000_E,1,12,0.08333333333333333
ENKRTAWC_1000_1100_E,0,12,0.0
ENKRTAWC_1100_1200_E,0,12,0.0
ENKRTAWC_1200_1300_E,0,12,0.0
ENKRTAWC_1300_1400_E,0,12,0.0
ENKRTAWC_1400_1500_E,0,12,0.0
ENKRTAWC_1500_1600_E,0,12,0.0
ENKRTAWC_1600_1700_E,0,12,0.0
ENKRTAWC_1700_1800_E,1,12,0.08333333333333333
ENKRTAWC_1800_1900_E,0,12,0.0
ENKRTAWC_1900_2000_E,0,12,0.0
ENKRTAWC_2000_2100_E,0,12,0.0
ENKRTAWC_2100_2200_E,0,12,0.0
ENKRTAWC_2200_2300_E,0,12,0.0
ENKRTAWC_2300_2400_E,0,12,0.0
ENMLTALL_0000_0100_E,0,20,0.0
ENMLTALL_0100_0200_E,0,20,0.0
ENMLTALL_0200_0300_E,0,20,0.0
ENMLTALL_0300_0400_E,0,20,0.0
ENMLTALL_0400_0500_E,6,20,0.3
ENMLTALL_0500_0600_E,5,20,0.25
ENMLTALL_0600_0700_E,4,20,0.2
ENMLTALL_0700_0800_E,13,20,0.65
ENMLTALL_0800_0900_E,4,20,0.2
ENMLTALL_0900_1000_E,2,20,0.1
ENMLTALL_1000_1100_E,4,20,0.2
ENMLTALL_1100_1200_E,6,20,0.3
ENMLTALL_1200_1300_E,4,20,0.2
ENMLTALL_1300_1400_E,10,20,0.5
ENMLTALL_1400_1500_E,13,20,0.65
ENMLTALL_1500_1600_E,9,20,0.45
ENMLTALL_1600_1700_E,6,20,0.3
ENMLTALL_1700_1800_E,7,20,0.35
ENMLTALL_1800_1900_E,5,20,0.25
ENMLTALL_1900_2000_E,5,20,0.25
ENMLTALL_2000_2100_E,5,20,0.25
ENMLTALL_2100_2200_E,1,20,0.05
ENMLTALL_2200_2300_E,0,20,0.0
ENMLTALL_2300_2400_E,0,20,0.0
ESGGTE_0000_0100_E,2,30,0.06666666666666667
ESGGTE_0100_0200_E,1,30,0.03333333333333333
ESGGTE_0200_0300_E,0,30,0.0
ESGGTE_0300_0400_E,2,30,0.06666666666666667
ESGGTE_0400_0500_E,13,30,0.43333333333333335
ESGGTE_0500_0600_E,23,30,0.7666666666666667
ESGGTE_0600_0700_E,12,30,0.4
ESGGTE_0700_0800_E,15,30,0.5
ESGGTE_0800_0900_E,15,30,0.5
ESGGTE_0900_1000_E,12,30,0.4
ESGGTE_1000_1100_E,12,30,0.4
ESGGTE_1100_1200_E,14,30,0.4666666666666667
ESGGTE_1200_1300_E,8,30,0.26666666666666666
ESGGTE_1300_1400_E,15,30,0.5
ESGGTE_1400_1500_E,15,30,0.5
ESGGTE_1500_1600_E,16,30,0.5333333333333333
ESGGTE_1600_1700_E,24,30,0.8
ESGGTE_1700_1800_E,16,30,0.5333333333333333
ESGGTE_1800_1900_E,7,30,0.23333333333333334
ESGGTE_1900_2000_E,13,30,0.43333333333333335
ESGGTE_2000_2100_E,8,30,0.26666666666666666
ESGGTE_2100_2200_E,3,30,0.1
ESGGTE_2200_2300_E,2,30,0.06666666666666667
ESGGTE_2300_2400_E,2,30,0.06666666666666667
ESGGTW_0000_0100_E,2,30,0.06666666666666667
ESGGTW_0100_0200_E,1,30,0.03333333333333333
ESGGTW_0200_0300_E,0,30,0.0
ESGGTW_0300_0400_E,1,30,0.03333333333333333
ESGGTW_0400_0500_E,13,30,0.43333333333333335
ESGGTW_0500_0600_E,19,30,0.6333333333333333
ESGGTW_0600_0700_E,12,30,0.4
ESGGTW_0700_0800_E,10,30,0.3333333333333333
ESGGTW_0800_0900_E,14,30,0.4666666666666667
ESGGTW_0900_1000_E,13,30,0.43333333333333335
ESGGTW_1000_1100_E,9,30,0.3
ESGGTW_1100_1200_E,10,30,0.3333333333333333
ESGGTW_1200_1300_E,8,30,0.26666666666666666
ESGGTW_1300_1400_E,10,30,0.3333333333333333
ESGGTW_1400_1500_E,9,30,0.3
ESGGTW_1500_1600_E,16,30,0.5333333333333333
ESGGTW_1600_1700_E,19,30,0.6333333333333333
ESGGTW_1700_1800_E,9,30,0.3
ESGGTW_1800_1900_E,6,30,0.2
ESGGTW_1900_2000_E,10,30,0.3333333333333333
ESGGTW_2000_2100_E,8,30,0.26666666666666666
ESGGTW_2100_2200_E,3,30,0.1
ESGGTW_2200_2300_E,2,30,0.06666666666666667
ESGGTW_2300_2400_E,2,30,0.06666666666666667
ESOS12679_0000_0100_E,1,25,0.04
ESOS12679_0100_0200_E,0,25,0.0
ESOS12679_0200_0300_E,0,25,0.0
ESOS12679_0300_0400_E,5,25,0.2
ESOS12679_2000_2100_E,23,25,0.92
ESOS12679_2100_2200_E,11,25,0.44
ESOS12679_2200_2300_E,5,25,0.2
ESOS12679_2300_2400_E,4,25,0.16
ESSAW_0430_0500_E,6,28,0.21428571428571427
ESSAW_0500_0600_E,27,55,0.4909090909090909
ESSAW_0600_0700_E,35,55,0.6363636363636364
ESSAW_0700_0800_E,36,55,0.6545454545454545
ESSAW_0800_0900_E,18,55,0.32727272727272727
ESSAW_0900_1000_E,24,55,0.43636363636363634
ESSAW_1000_1100_E,22,55,0.4
ESSAW_1100_1200_E,29,55,0.5272727272727272
ESSAW_1200_1300_E,22,55,0.4
ESSAW_1300_1400_E,33,55,0.6
ESSAW_1400_1500_E,31,55,0.5636363636363636
ESSAW_1500_1600_E,32,55,0.5818181818181818
ESSAW_1600_1700_E,33,55,0.6
ESSAW_1700_1800_E,34,55,0.6181818181818182
ESSAW_1800_1900_E,32,55,0.5818181818181818
LECPIAX_0500_0550_E,12,25,0.48
LECPIAX_0550_0700_E,16,35,0.45714285714285713
LECPIAX_0700_0800_E,23,30,0.7666666666666667
LECPIAX_0800_0900_E,17,30,0.5666666666666667
LECPIAX_0900_1000_E,24,30,0.8
LECPIAX_1000_1100_E,19,30,0.6333333333333333
LECPIAX_1100_1200_E,19,30,0.6333333333333333
LECPIAX_1200_1300_E,20,30,0.6666666666666666
LECPIAX_1300_1400_E,20,30,0.6666666666666666
LECPIAX_1400_1500_E,16,30,0.5333333333333333
LECPIAX_1500_1600_E,15,30,0.5
LECPIAX_1600_1700_E,15,30,0.5
LECPIRX_0500_0550_E,18,25,0.72
LECPIRX_0550_0700_E,19,35,0.5428571428571428
LECPIRX_0700_0800_E,29,30,0.9666666666666667
LECPIRX_0800_0900_E,20,30,0.6666666666666666
LECPIRX_0900_1000_E,28,30,0.9333333333333333
LECPIRX_1000_1100_E,20,30,0.6666666666666666
LECPIRX_1100_1200_E,24,30,0.8
LECPIRX_1200_1300_E,20,30,0.6666666666666666
LECPIRX_1300_1400_E,20,30,0.6666666666666666
LECPIRX_1400_1500_E,20,30,0.6666666666666666
LECPIRX_1500_1600_E,21,30,0.7
LECPIRX_1600_1700_E,18,30,0.6
LKAAIALL_0000_0100_E,0,30,0.0
LKAAIALL_0100_0200_E,0,30,0.0
LKAAIALL_0200_0300_E,1,30,0.03333333333333333
LKAAIALL_0300_0400_E,2,30,0.06666666666666667
LKAAIALL_0400_0500_E,1,30,0.03333333333333333
LKAAIALL_0500_0600_E,2,30,0.06666666666666667
LKAAIALL_0600_0700_E,0,30,0.0
LKAAIALL_0700_0800_E,1,30,0.03333333333333333
LKAAIALL_0800_0900_E,6,30,0.2
LKAAIALL_0900_1000_E,4,30,0.13333333333333333
LKAAIALL_1000_1100_E,6,30,0.2
LKAAIALL_1100_1200_E,2,30,0.06666666666666667
LKAAIALL_1200_1300_E,6,30,0.2
LKAAIALL_1300_1400_E,2,30,0.06666666666666667
LKAAIALL_1400_1500_E,3,30,0.1
LKAAIALL_1500_1600_E,3,30,0.1
LKAAIALL_1600_1700_E,2,30,0.06666666666666667
LKAAIALL_1700_1800_E,3,30,0.1
LKAAIALL_1800_1900_E,2,30,0.06666666666666667
LKAAIALL_1900_2000_E,6,30,0.2
LKAAIALL_2000_2100_E,2,30,0.06666666666666667
LKAAIALL_2100_2200_E,1,30,0.03333333333333333
LKAAIALL_2200_2300_E,1,30,0.03333333333333333
LKAAIALL_2300_2400_E,3,30,0.1
BIRDES_0000_0100_E,0,33,0.0
BIRDES_0100_0200_E,8,33,0.24242424242424243
BIRDES_0200_0300_E,10,33,0.30303030303030304
BIRDES_0300_0400_E,1,33,0.030303030303030304
BIRDES_0400_0500_E,0,33,0.0
BIRDES_0500_0600_E,3,33,0.09090909090909091
BIRDES_0600_0700_E,6,33,0.18181818181818182
BIRDES_0700_0800_E,10,33,0.30303030303030304
BIRDES_0800_0900_E,10,33,0.30303030303030304
BIRDES_0900_1000_E,10,33,0.30303030303030304
BIRDES_1000_1100_E,4,33,0.12121212121212122
BIRDES_1100_1200_E,2,33,0.06060606060606061
BIRDES_1200_1300_E,11,33,0.3333333333333333
BIRDES_1300_1400_E,11,33,0.3333333333333333
BIRDES_1400_1500_E,15,33,0.45454545454545453
BIRDES_1500_1600_E,4,33,0.12121212121212122
BIRDES_1600_1700_E,3,33,0.09090909090909091
BIRDES_1700_1800_E,3,33,0.09090909090909091
BIRDES_1800_1900_E,4,33,0.12121212121212122
BIRDES_1900_2000_E,4,33,0.12121212121212122
BIRDES_2000_2100_E,0,33,0.0
BIRDES_2100_2200_E,3,33,0.09090909090909091
BIRDES_2200_2300_E,9,33,0.2727272727272727
BIRDES_2300_2400_E,2,33,0.06060606060606061
BIRDSS_0000_0100_E,2,45,0.044444444444444446
BIRDSS_0100_0200_E,14,45,0.3111111111111111
BIRDSS_0200_0300_E,1,45,0.022222222222222223
BIRDSS_0300_0400_E,0,45,0.0
BIRDSS_0400_0500_E,1,45,0.022222222222222223
BIRDSS_0500_0600_E,1,45,0.022222222222222223
BIRDSS_0600_0700_E,15,45,0.3333333333333333
BIRDSS_0700_0800_E,9,45,0.2
BIRDSS_0800_0900_E,24,45,0.5333333333333333
BIRDSS_0900_1000_E,7,45,0.15555555555555556
BIRDSS_1000_1100_E,3,45,0.06666666666666667
BIRDSS_1100_1200_E,2,45,0.044444444444444446
BIRDSS_1200_1300_E,9,45,0.2
BIRDSS_1300_1400_E,8,45,0.17777777777777778
BIRDSS_1400_1500_E,17,45,0.37777777777777777
BIRDSS_1500_1600_E,11,45,0.24444444444444444
BIRDSS_1600_1700_E,8,45,0.17777777777777778
BIRDSS_1700_1800_E,5,45,0.1111111111111111
BIRDSS_1800_1900_E,3,45,0.06666666666666667
BIRDSS_1900_2000_E,1,45,0.022222222222222223
BIRDSS_2000_2100_E,3,45,0.06666666666666667
BIRDSS_2100_2200_E,1,45,0.022222222222222223
BIRDSS_2200_2300_E,8,45,0.17777777777777778
BIRDSS_2300_2400_E,7,45,0.15555555555555556
LEBLCORE_0415_0430_E,5,10,0.5
DAAATNE_0000_0100_E,1,42,0.023809523809523808
DAAATNE_0100_0200_E,1,42,0.023809523809523808
DAAATNE_0200_0300_E,1,42,0.023809523809523808
DAAATNE_0300_0400_E,1,42,0.023809523809523808
DAAATNE_0400_0500_E,4,42,0.09523809523809523
DAAATNE_0500_0600_E,3,42,0.07142857142857142
DAAATNE_0600_0700_E,4,42,0.09523809523809523
DAAATNE_0700_0800_E,9,42,0.21428571428571427
DAAATNE_0800_0900_E,6,42,0.14285714285714285
DAAATNE_0900_1000_E,11,42,0.2619047619047619
DAAATNE_1000_1100_E,7,42,0.16666666666666666
DAAATNE_1100_1200_E,12,42,0.2857142857142857
DAAATNE_1200_1300_E,22,42,0.5238095238095238
DAAATNE_1300_1400_E,9,42,0.21428571428571427
DAAATNE_1400_1500_E,6,42,0.14285714285714285
DAAATNE_1500_1600_E,7,42,0.16666666666666666
DAAATNE_1600_1700_E,11,42,0.2619047619047619
DAAATNE_1700_1800_E,6,42,0.14285714285714285
DAAATNE_1800_1900_E,5,42,0.11904761904761904
DAAATNE_1900_2000_E,9,42,0.21428571428571427
DAAATNE_2000_2100_E,6,42,0.14285714285714285
DAAATNE_2100_2200_E,4,42,0.09523809523809523
DAAATNE_2200_2300_E,7,42,0.16666666666666666
DAAATNE_2300_2400_E,5,42,0.11904761904761904
EBBUEEC_0500_0530_E,11,19,0.5789473684210527
EBBUEEC_0530_0600_E,17,19,0.8947368421052632
EBBUEEC_0600_0620_E,12,13,0.9230769230769231
EBBUEEC_0700_0800_E,27,37,0.7297297297297297
EBBUEEC_0800_0820_E,12,13,0.9230769230769231
EBBUEEC_0820_0900_E,20,25,0.8
EBBUEEC_0900_1000_E,35,37,0.9459459459459459
EBBUEEC_1000_1100_E,38,37,1.027027027027027
EBBUEEC_1100_1200_E,39,37,1.054054054054054
EBBUEEC_1200_1300_E,33,37,0.8918918918918919
EBBUEEC_1300_1400_E,24,37,0.6486486486486487
EBBUEEC_1400_1500_E,30,37,0.8108108108108109
EBBUEEC_1500_1600_E,36,37,0.972972972972973
EBBUEEC_1600_1630_E,23,19,1.2105263157894737
EBBUEEC_1730_1800_E,21,19,1.105263157894737
EBBUEEC_1800_1900_E,23,37,0.6216216216216216
EBBUEEC_1900_2000_E,30,37,0.8108108108108109
EBBUEHS_0620_0700_E,20,27,0.7407407407407407
EBBUEHS_1630_1700_E,11,20,0.55
EBBUEHS_1700_1730_E,20,20,1.0
EBBUELS_0620_0700_E,17,26,0.6538461538461539
EBBUELS_1630_1700_E,6,20,0.3
EBBUELS_1700_1730_E,14,20,0.7
EBBUESC_0000_0100_E,2,40,0.05
EBBUESC_0100_0200_E,13,40,0.325
EBBUESC_0200_0300_E,37,40,0.925
EBBUESC_0300_0400_E,21,40,0.525
EBBUESC_0400_0500_E,41,40,1.025
EBBUESC_2000_2100_E,38,40,0.95
EBBUESC_2100_2200_E,33,40,0.825
EBBUESC_2200_2300_E,31,40,0.775
EBBUESC_2300_2400_E,16,40,0.4
EBBUHLC_0500_0530_E,15,20,0.75
EBBUHLC_0620_0700_E,19,26,0.7307692307692307
EBBUHLC_0700_0800_E,32,39,0.8205128205128205
EBBUHLC_0800_0820_E,13,13,1.0
EBBUHLC_0820_0900_E,21,26,0.8076923076923077
EBBUHLC_0900_1000_E,26,39,0.6666666666666666
EBBUHLC_1000_1100_E,24,39,0.6153846153846154
EBBUHLC_1100_1200_E,27,39,0.6923076923076923
EBBUHLC_1200_1300_E,23,39,0.5897435897435898
EBBUHLC_1300_1400_E,31,39,0.7948717948717948
EBBUHLC_1400_1500_E,22,39,0.5641025641025641
EBBUHLC_1500_1600_E,42,39,1.0769230769230769
EBBUHLC_1600_1630_E,16,20,0.8
EBBUHLC_1630_1700_E,10,20,0.5
EBBUHLC_1700_1730_E,14,20,0.7
EBBUHLC_1730_1800_E,16,20,0.8
EBBUHLC_1800_1900_E,30,39,0.7692307692307693
EBBUHLC_1900_2000_E,30,39,0.7692307692307693
EBBUHUS_0530_0600_E,10,18,0.5555555555555556
EBBUHUS_0600_0620_E,3,12,0.25
EBBULUS_0530_0600_E,3,19,0.15789473684210525
EBBULUS_0600_0620_E,5,13,0.38461538461538464
EBBUNLS_0620_0700_E,8,25,0.32
EBBUNLS_0700_0800_E,14,37,0.3783783783783784
EBBUNLS_0800_0820_E,7,13,0.5384615384615384
EBBUNLS_1630_1700_E,10,19,0.5263157894736842
EBBUNLS_1700_1730_E,5,19,0.2631578947368421
EBBUNWC_0530_0600_E,19,19,1.0
EBBUNWC_0600_0620_E,20,13,1.5384615384615385
EBBUNWC_0820_0900_E,35,26,1.3461538461538463
EBBUNWC_0900_1000_E,25,38,0.6578947368421053
EBBUNWC_1000_1100_E,40,38,1.0526315789473684
EBBUNWC_1100_1200_E,47,38,1.236842105263158
EBBUNWC_1200_1300_E,27,38,0.7105263157894737
EBBUNWC_1300_1400_E,38,38,1.0
EBBUNWC_1400_1500_E,30,38,0.7894736842105263
EBBUNWC_1500_1600_E,44,38,1.1578947368421053
EBBUNWC_1600_1630_E,22,19,1.1578947368421053
EBBUNWC_1730_1800_E,24,19,1.263157894736842
EBBUNWC_1800_1900_E,26,38,0.6842105263157895
EBBUNWC_1900_2000_E,41,38,1.0789473684210527
EBBUWHS_0620_0700_E,19,27,0.7037037037037037
EBBUWHS_0700_0800_E,22,40,0.55
EBBUWHS_0800_0820_E,5,14,0.35714285714285715
EBBUWHS_1630_1700_E,16,20,0.8
EBBUWHS_1700_1730_E,28,20,1.4
EBBUWLS_0530_0600_E,8,21,0.38095238095238093
EBBUWLS_0600_0620_E,9,14,0.6428571428571429
EBBUWLS_0620_0700_E,16,28,0.5714285714285714
EBBUWLS_0700_0800_E,32,42,0.7619047619047619
EBBUWLS_0800_0820_E,8,14,0.5714285714285714
EBBUWLS_0820_0900_E,16,28,0.5714285714285714
EBBUWLS_0900_1000_E,29,42,0.6904761904761905
EBBUWLS_1000_1100_E,32,42,0.7619047619047619
EBBUWLS_1100_1200_E,32,42,0.7619047619047619
EBBUWLS_1200_1300_E,27,42,0.6428571428571429
EBBUWLS_1300_1400_E,23,42,0.5476190476190477
EBBUWLS_1400_1500_E,32,42,0.7619047619047619
EBBUWLS_1500_1600_E,29,42,0.6904761904761905
EBBUWLS_1600_1630_E,15,21,0.7142857142857143
EBBUWLS_1630_1700_E,13,21,0.6190476190476191
EBBUWLS_1700_1730_E,9,21,0.42857142857142855
EBBUWLS_1730_1800_E,16,21,0.7619047619047619
EBBUWLS_1800_1900_E,25,42,0.5952380952380952
EBBUWLS_1900_2000_E,32,42,0.7619047619047619
EBBUWSC_0000_0100_E,0,39,0.0
EBBUWSC_0100_0200_E,10,39,0.2564102564102564
EBBUWSC_0200_0300_E,12,39,0.3076923076923077
EBBUWSC_0300_0400_E,14,39,0.358974358974359
EBBUWSC_0400_0500_E,27,39,0.6923076923076923
EBBUWSC_0500_0530_E,26,20,1.3
EBBUWSC_2000_2100_E,54,39,1.3846153846153846
EBBUWSC_2100_2200_E,29,39,0.7435897435897436
EBBUWSC_2200_2300_E,17,39,0.4358974358974359
EBBUWSC_2300_2400_E,8,39,0.20512820512820512
EDGGDLDN_0400_0500_E,29,32,0.90625
EDGGDLDN_0500_0600_E,36,32,1.125
EDGGDLDN_0600_0700_E,24,32,0.75
EDGGDLDN_0700_0800_E,22,32,0.6875
EDGGDLDN_0800_0900_E,38,32,1.1875
EDGGDLDN_0900_1000_E,28,32,0.875
EDGGDLDN_1000_1100_E,25,32,0.78125
EDGGDLDN_1100_1200_E,20,32,0.625
EDGGDLDN_1200_1300_E,29,32,0.90625
EDGGDLDN_1300_1400_E,34,32,1.0625
EDGGDLDN_1400_1500_E,23,32,0.71875
EDGGDLDN_1500_1600_E,28,32,0.875
EDGGDLDN_1600_1700_E,30,32,0.9375
EDGGDLDN_1700_1715_E,7,8,0.875
EDGGDLDS_0500_0600_E,36,35,1.0285714285714285
EDGGDLDS_0600_0700_E,20,35,0.5714285714285714
EDGGDLDS_0700_0800_E,23,35,0.6571428571428571
EDGGDLDS_0800_0900_E,37,35,1.0571428571428572
EDGGDLDS_0900_1000_E,29,35,0.8285714285714286
EDGGDLDS_1000_1100_E,28,35,0.8
EDGGDLDS_1100_1200_E,17,35,0.4857142857142857
EDGGDLDS_1200_1300_E,23,35,0.6571428571428571
EDGGDLDS_1300_1400_E,34,35,0.9714285714285714
EDGGDLDS_1400_1500_E,22,35,0.6285714285714286
EDGGDLDS_1500_1600_E,26,35,0.7428571428571429
EDGGDLDS_1600_1700_E,32,35,0.9142857142857143
EDGGDLDS_1700_1715_E,7,9,0.7777777777777778
EDGGDLSN_1715_1800_E,37,24,1.5416666666666667
EDGGDLSN_1800_1900_E,32,32,1.0
EDGGDLSN_1900_2000_E,44,32,1.375
EDGGDLSN_2000_2030_E,18,16,1.125
EDGG1_0000_0100_E,0,34,0.0
EDGG1_0100_0200_E,0,34,0.0
EDGG1_0200_0300_E,3,34,0.08823529411764706
EDGG1_0300_0400_E,5,34,0.14705882352941177
EDGG1_2030_2100_E,15,17,0.8823529411764706
EDGG1_2100_2200_E,7,34,0.20588235294117646
EDGG1_2200_2300_E,6,34,0.17647058823529413
EDGG1_2300_2400_E,3,34,0.08823529411764706
EDGGBAD_0430_0500_E,3,19,0.15789473684210525
EDGGBAD_0700_0800_E,10,38,0.2631578947368421
EDGGBAD_0800_0900_E,25,38,0.6578947368421053
EDGGBAD_0900_1000_E,17,38,0.4473684210526316
EDGGBAD_1300_1400_E,12,38,0.3157894736842105
EDGGBAD_1400_1500_E,14,38,0.3684210526315789
EDGGBAD_1500_1530_E,7,19,0.3684210526315789
EDGGBAD_1530_1600_E,7,19,0.3684210526315789
EDGGBAD_1600_1700_E,19,38,0.5
EDGGBAD_1700_1800_E,16,38,0.42105263157894735
EDGGBAD_1800_1900_E,9,38,0.23684210526315788
EDGGBAD_1900_2000_E,12,38,0.3157894736842105
EDGGBALU_0400_0430_E,11,20,0.55
EDGGBALU_0500_0600_E,26,40,0.65
EDGGBALU_0600_0700_E,24,40,0.6
EDGGBALU_1000_1100_E,20,40,0.5
EDGGBALU_1100_1200_E,21,40,0.525
EDGGBALU_1200_1300_E,28,40,0.7
EDGGBALU_2000_2030_E,15,20,0.75
EDGGLBU_0430_0500_E,11,20,0.55
EDGGLBU_0700_0800_E,15,40,0.375
EDGGLBU_0800_0900_E,22,40,0.55
EDGGLBU_0900_1000_E,23,40,0.575
EDGGLBU_1300_1400_E,29,40,0.725
EDGGLBU_1400_1500_E,16,40,0.4
EDGGLBU_1500_1530_E,9,20,0.45
EDGGLBU_1530_1600_E,10,20,0.5
EDGGLBU_1600_1700_E,24,40,0.6
EDGGLBU_1700_1800_E,30,40,0.75
EDGGLBU_1800_1900_E,19,40,0.475
EDGGLBU_1900_2000_E,22,40,0.55
EDGGMAN_0500_0600_E,16,36,0.4444444444444444
EDGGMAN_0600_0700_E,24,36,0.6666666666666666
EDGGMAN_0700_0800_E,24,36,0.6666666666666666
EDGGMAN_0800_0900_E,32,36,0.8888888888888888
EDGGMAN_0900_1000_E,21,36,0.5833333333333334
EDGGMAN_1000_1100_E,21,36,0.5833333333333334
EDGGMAN_1100_1200_E,23,36,0.6388888888888888
EDGGMAN_1200_1300_E,11,36,0.3055555555555556
EDGGMAN_1530_1600_E,12,18,0.6666666666666666
EDGGMAN_1600_1700_E,20,36,0.5555555555555556
EDGGMANK_0400_0430_E,2,17,0.11764705882352941
EDGGMANK_0430_0500_E,5,17,0.29411764705882354
EDGGMANK_1300_1400_E,20,34,0.5882352941176471
EDGGMANK_1400_1500_E,28,34,0.8235294117647058
EDGGMANK_1500_1530_E,18,17,1.0588235294117647
EDGGMANK_1700_1800_E,21,34,0.6176470588235294
EDGGMANK_1800_1900_E,16,34,0.47058823529411764
